date,time_start,time_end,SEK_per_kWh,EUR_per_kWh,SEK_per_MWh,EUR_per_MWh,currency,bidding_zone,source,retrieved_at
2026-09-17,2026-09-17T00:00:00+02:00,2026-09-17T00:15:00+02:00,0.30092,0.02666,300.92,26.66,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T00:15:00+02:00,2026-09-17T00:30:00+02:00,0.19900,0.01763,199.00,17.63,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T00:30:00+02:00,2026-09-17T00:45:00+02:00,0.15802,0.01400,158.02,14.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T00:45:00+02:00,2026-09-17T01:00:00+02:00,0.17383,0.01540,173.83,15.40,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T01:00:00+02:00,2026-09-17T01:15:00+02:00,0.23105,0.02047,231.05,20.47,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T01:15:00+02:00,2026-09-17T01:30:00+02:00,0.17236,0.01527,172.36,15.27,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T01:30:00+02:00,2026-09-17T01:45:00+02:00,0.15791,0.01399,157.91,13.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T01:45:00+02:00,2026-09-17T02:00:00+02:00,0.15791,0.01399,157.91,13.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T02:00:00+02:00,2026-09-17T02:15:00+02:00,0.15802,0.01400,158.02,14.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T02:15:00+02:00,2026-09-17T02:30:00+02:00,0.15791,0.01399,157.91,13.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T02:30:00+02:00,2026-09-17T02:45:00+02:00,0.15791,0.01399,157.91,13.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T02:45:00+02:00,2026-09-17T03:00:00+02:00,0.15791,0.01399,157.91,13.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T03:00:00+02:00,2026-09-17T03:15:00+02:00,0.17405,0.01542,174.05,15.42,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T03:15:00+02:00,2026-09-17T03:30:00+02:00,0.15802,0.01400,158.02,14.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T03:30:00+02:00,2026-09-17T03:45:00+02:00,0.15802,0.01400,158.02,14.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T03:45:00+02:00,2026-09-17T04:00:00+02:00,0.15791,0.01399,157.91,13.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T04:00:00+02:00,2026-09-17T04:15:00+02:00,0.13748,0.01218,137.48,12.18,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T04:15:00+02:00,2026-09-17T04:30:00+02:00,0.15791,0.01399,157.91,13.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T04:30:00+02:00,2026-09-17T04:45:00+02:00,0.18026,0.01597,180.26,15.97,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T04:45:00+02:00,2026-09-17T05:00:00+02:00,0.25645,0.02272,256.45,22.72,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T05:00:00+02:00,2026-09-17T05:15:00+02:00,0.11649,0.01032,116.49,10.32,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T05:15:00+02:00,2026-09-17T05:30:00+02:00,0.39359,0.03487,393.59,34.87,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T05:30:00+02:00,2026-09-17T05:45:00+02:00,0.76822,0.06806,768.22,68.06,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T05:45:00+02:00,2026-09-17T06:00:00+02:00,0.90649,0.08031,906.49,80.31,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T06:00:00+02:00,2026-09-17T06:15:00+02:00,0.64947,0.05754,649.47,57.54,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T06:15:00+02:00,2026-09-17T06:30:00+02:00,0.96236,0.08526,962.36,85.26,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T06:30:00+02:00,2026-09-17T06:45:00+02:00,1.07230,0.09500,1072.30,95.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T06:45:00+02:00,2026-09-17T07:00:00+02:00,1.01575,0.08999,1015.75,89.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T07:00:00+02:00,2026-09-17T07:15:00+02:00,1.07230,0.09500,1072.30,95.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T07:15:00+02:00,2026-09-17T07:30:00+02:00,1.07230,0.09500,1072.30,95.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T07:30:00+02:00,2026-09-17T07:45:00+02:00,1.11621,0.09889,1116.21,98.89,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T07:45:00+02:00,2026-09-17T08:00:00+02:00,1.25448,0.11114,1254.48,111.14,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T08:00:00+02:00,2026-09-17T08:15:00+02:00,1.10774,0.09814,1107.74,98.14,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T08:15:00+02:00,2026-09-17T08:30:00+02:00,1.07230,0.09500,1072.30,95.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T08:30:00+02:00,2026-09-17T08:45:00+02:00,1.01586,0.09000,1015.86,90.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T08:45:00+02:00,2026-09-17T09:00:00+02:00,1.20064,0.10637,1200.64,106.37,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T09:00:00+02:00,2026-09-17T09:15:00+02:00,1.07219,0.09499,1072.19,94.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T09:15:00+02:00,2026-09-17T09:30:00+02:00,1.25064,0.11080,1250.64,110.80,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T09:30:00+02:00,2026-09-17T09:45:00+02:00,0.83944,0.07437,839.44,74.37,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T09:45:00+02:00,2026-09-17T10:00:00+02:00,0.39698,0.03517,396.98,35.17,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T10:00:00+02:00,2026-09-17T10:15:00+02:00,0.48445,0.04292,484.45,42.92,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T10:15:00+02:00,2026-09-17T10:30:00+02:00,0.43016,0.03811,430.16,38.11,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T10:30:00+02:00,2026-09-17T10:45:00+02:00,0.31379,0.02780,313.79,27.80,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T10:45:00+02:00,2026-09-17T11:00:00+02:00,0.26570,0.02354,265.70,23.54,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T11:00:00+02:00,2026-09-17T11:15:00+02:00,0.41492,0.03676,414.92,36.76,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T11:15:00+02:00,2026-09-17T11:30:00+02:00,0.38603,0.03420,386.03,34.20,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T11:30:00+02:00,2026-09-17T11:45:00+02:00,0.24178,0.02142,241.78,21.42,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T11:45:00+02:00,2026-09-17T12:00:00+02:00,0.14075,0.01247,140.75,12.47,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T12:00:00+02:00,2026-09-17T12:15:00+02:00,0.25803,0.02286,258.03,22.86,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T12:15:00+02:00,2026-09-17T12:30:00+02:00,0.16084,0.01425,160.84,14.25,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T12:30:00+02:00,2026-09-17T12:45:00+02:00,0.13217,0.01171,132.17,11.71,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T12:45:00+02:00,2026-09-17T13:00:00+02:00,0.12800,0.01134,128.00,11.34,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
2026-09-17,2026-09-17T13:00:00+02:00,2026-09-17T13:15:00+02:00,0.12315,0.01091,123.15,10.91,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/09-17_SE3.json,2026-09-17T00:12:16.118212+02:00
