date,time_start,time_end,SEK_per_kWh,EUR_per_kWh,SEK_per_MWh,EUR_per_MWh,currency,bidding_zone,source,retrieved_at
2026-01-04,2026-01-04T00:00:00+01:00,2026-01-04T00:15:00+01:00,0.89776,0.08300,897.76,83.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T00:15:00+01:00,2026-01-04T00:30:00+01:00,0.93183,0.08615,931.83,86.15,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T00:30:00+01:00,2026-01-04T00:45:00+01:00,0.92004,0.08506,920.04,85.06,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T00:45:00+01:00,2026-01-04T01:00:00+01:00,0.88413,0.08174,884.13,81.74,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T01:00:00+01:00,2026-01-04T01:15:00+01:00,0.91658,0.08474,916.58,84.74,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T01:15:00+01:00,2026-01-04T01:30:00+01:00,0.89538,0.08278,895.38,82.78,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T01:30:00+01:00,2026-01-04T01:45:00+01:00,0.88294,0.08163,882.94,81.63,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T01:45:00+01:00,2026-01-04T02:00:00+01:00,0.88143,0.08149,881.43,81.49,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T02:00:00+01:00,2026-01-04T02:15:00+01:00,0.91139,0.08426,911.39,84.26,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T02:15:00+01:00,2026-01-04T02:30:00+01:00,0.88933,0.08222,889.33,82.22,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T02:30:00+01:00,2026-01-04T02:45:00+01:00,0.88240,0.08158,882.40,81.58,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T02:45:00+01:00,2026-01-04T03:00:00+01:00,0.88046,0.08140,880.46,81.40,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T03:00:00+01:00,2026-01-04T03:15:00+01:00,0.88673,0.08198,886.73,81.98,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T03:15:00+01:00,2026-01-04T03:30:00+01:00,0.87905,0.08127,879.05,81.27,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T03:30:00+01:00,2026-01-04T03:45:00+01:00,0.87440,0.08084,874.40,80.84,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T03:45:00+01:00,2026-01-04T04:00:00+01:00,0.87051,0.08048,870.51,80.48,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T04:00:00+01:00,2026-01-04T04:15:00+01:00,0.86575,0.08004,865.75,80.04,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T04:15:00+01:00,2026-01-04T04:30:00+01:00,0.86499,0.07997,864.99,79.97,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T04:30:00+01:00,2026-01-04T04:45:00+01:00,0.86553,0.08002,865.53,80.02,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T04:45:00+01:00,2026-01-04T05:00:00+01:00,0.87029,0.08046,870.29,80.46,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T05:00:00+01:00,2026-01-04T05:15:00+01:00,0.86596,0.08006,865.96,80.06,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T05:15:00+01:00,2026-01-04T05:30:00+01:00,0.87224,0.08064,872.24,80.64,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T05:30:00+01:00,2026-01-04T05:45:00+01:00,0.88013,0.08137,880.13,81.37,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T05:45:00+01:00,2026-01-04T06:00:00+01:00,0.87970,0.08133,879.70,81.33,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T06:00:00+01:00,2026-01-04T06:15:00+01:00,0.86867,0.08031,868.67,80.31,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T06:15:00+01:00,2026-01-04T06:30:00+01:00,0.87851,0.08122,878.51,81.22,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T06:30:00+01:00,2026-01-04T06:45:00+01:00,0.87721,0.08110,877.21,81.10,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T06:45:00+01:00,2026-01-04T07:00:00+01:00,0.88868,0.08216,888.68,82.16,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T07:00:00+01:00,2026-01-04T07:15:00+01:00,0.88532,0.08185,885.32,81.85,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T07:15:00+01:00,2026-01-04T07:30:00+01:00,0.88727,0.08203,887.27,82.03,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T07:30:00+01:00,2026-01-04T07:45:00+01:00,0.91269,0.08438,912.69,84.38,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T07:45:00+01:00,2026-01-04T08:00:00+01:00,0.94438,0.08731,944.38,87.31,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T08:00:00+01:00,2026-01-04T08:15:00+01:00,0.91053,0.08418,910.53,84.18,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T08:15:00+01:00,2026-01-04T08:30:00+01:00,0.91940,0.08500,919.40,85.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T08:30:00+01:00,2026-01-04T08:45:00+01:00,0.93324,0.08628,933.24,86.28,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T08:45:00+01:00,2026-01-04T09:00:00+01:00,0.94092,0.08699,940.92,86.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T09:00:00+01:00,2026-01-04T09:15:00+01:00,0.98548,0.09111,985.48,91.11,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T09:15:00+01:00,2026-01-04T09:30:00+01:00,1.00614,0.09302,1006.14,93.02,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T09:30:00+01:00,2026-01-04T09:45:00+01:00,1.01231,0.09359,1012.31,93.59,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T09:45:00+01:00,2026-01-04T10:00:00+01:00,0.95769,0.08854,957.69,88.54,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T10:00:00+01:00,2026-01-04T10:15:00+01:00,1.10003,0.10170,1100.03,101.70,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T10:15:00+01:00,2026-01-04T10:30:00+01:00,1.05125,0.09719,1051.25,97.19,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T10:30:00+01:00,2026-01-04T10:45:00+01:00,0.98343,0.09092,983.43,90.92,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T10:45:00+01:00,2026-01-04T11:00:00+01:00,0.94070,0.08697,940.70,86.97,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T11:00:00+01:00,2026-01-04T11:15:00+01:00,1.01512,0.09385,1015.12,93.85,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T11:15:00+01:00,2026-01-04T11:30:00+01:00,0.97337,0.08999,973.37,89.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T11:30:00+01:00,2026-01-04T11:45:00+01:00,0.97304,0.08996,973.04,89.96,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T11:45:00+01:00,2026-01-04T12:00:00+01:00,0.97034,0.08971,970.34,89.71,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T12:00:00+01:00,2026-01-04T12:15:00+01:00,0.98754,0.09130,987.54,91.30,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T12:15:00+01:00,2026-01-04T12:30:00+01:00,0.97023,0.08970,970.23,89.70,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T12:30:00+01:00,2026-01-04T12:45:00+01:00,0.97283,0.08994,972.83,89.94,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T12:45:00+01:00,2026-01-04T13:00:00+01:00,0.94352,0.08723,943.52,87.23,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T13:00:00+01:00,2026-01-04T13:15:00+01:00,0.93237,0.08620,932.37,86.20,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T13:15:00+01:00,2026-01-04T13:30:00+01:00,0.92232,0.08527,922.32,85.27,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T13:30:00+01:00,2026-01-04T13:45:00+01:00,0.93227,0.08619,932.27,86.19,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T13:45:00+01:00,2026-01-04T14:00:00+01:00,0.96753,0.08945,967.53,89.45,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T14:00:00+01:00,2026-01-04T14:15:00+01:00,0.90317,0.08350,903.17,83.50,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T14:15:00+01:00,2026-01-04T14:30:00+01:00,0.96818,0.08951,968.18,89.51,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T14:30:00+01:00,2026-01-04T14:45:00+01:00,1.03610,0.09579,1036.10,95.79,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T14:45:00+01:00,2026-01-04T15:00:00+01:00,1.09830,0.10154,1098.30,101.54,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T15:00:00+01:00,2026-01-04T15:15:00+01:00,0.90912,0.08405,909.12,84.05,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T15:15:00+01:00,2026-01-04T15:30:00+01:00,0.98018,0.09062,980.18,90.62,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T15:30:00+01:00,2026-01-04T15:45:00+01:00,1.03708,0.09588,1037.08,95.88,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T15:45:00+01:00,2026-01-04T16:00:00+01:00,1.10241,0.10192,1102.41,101.92,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T16:00:00+01:00,2026-01-04T16:15:00+01:00,0.95466,0.08826,954.66,88.26,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T16:15:00+01:00,2026-01-04T16:30:00+01:00,1.07169,0.09908,1071.69,99.08,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T16:30:00+01:00,2026-01-04T16:45:00+01:00,1.11820,0.10338,1118.20,103.38,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T16:45:00+01:00,2026-01-04T17:00:00+01:00,1.21436,0.11227,1214.36,112.27,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T17:00:00+01:00,2026-01-04T17:15:00+01:00,1.23285,0.11398,1232.85,113.98,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T17:15:00+01:00,2026-01-04T17:30:00+01:00,1.28726,0.11901,1287.26,119.01,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T17:30:00+01:00,2026-01-04T17:45:00+01:00,1.27082,0.11749,1270.82,117.49,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T17:45:00+01:00,2026-01-04T18:00:00+01:00,1.33237,0.12318,1332.37,123.18,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T18:00:00+01:00,2026-01-04T18:15:00+01:00,1.30879,0.12100,1308.79,121.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T18:15:00+01:00,2026-01-04T18:30:00+01:00,1.30803,0.12093,1308.03,120.93,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T18:30:00+01:00,2026-01-04T18:45:00+01:00,1.29289,0.11953,1292.89,119.53,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T18:45:00+01:00,2026-01-04T19:00:00+01:00,1.33442,0.12337,1334.42,123.37,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T19:00:00+01:00,2026-01-04T19:15:00+01:00,1.33583,0.12350,1335.83,123.50,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T19:15:00+01:00,2026-01-04T19:30:00+01:00,1.30792,0.12092,1307.92,120.92,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T19:30:00+01:00,2026-01-04T19:45:00+01:00,1.29126,0.11938,1291.26,119.38,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T19:45:00+01:00,2026-01-04T20:00:00+01:00,1.24454,0.11506,1244.54,115.06,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T20:00:00+01:00,2026-01-04T20:15:00+01:00,1.31203,0.12130,1312.03,121.30,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T20:15:00+01:00,2026-01-04T20:30:00+01:00,1.24746,0.11533,1247.46,115.33,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T20:30:00+01:00,2026-01-04T20:45:00+01:00,1.18981,0.11000,1189.81,110.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T20:45:00+01:00,2026-01-04T21:00:00+01:00,1.11593,0.10317,1115.93,103.17,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T21:00:00+01:00,2026-01-04T21:15:00+01:00,1.15563,0.10684,1155.63,106.84,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T21:15:00+01:00,2026-01-04T21:30:00+01:00,1.09970,0.10167,1099.70,101.67,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T21:30:00+01:00,2026-01-04T21:45:00+01:00,1.05514,0.09755,1055.14,97.55,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T21:45:00+01:00,2026-01-04T22:00:00+01:00,1.00182,0.09262,1001.82,92.62,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T22:00:00+01:00,2026-01-04T22:15:00+01:00,1.05990,0.09799,1059.90,97.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T22:15:00+01:00,2026-01-04T22:30:00+01:00,1.02442,0.09471,1024.42,94.71,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T22:30:00+01:00,2026-01-04T22:45:00+01:00,1.03275,0.09548,1032.75,95.48,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T22:45:00+01:00,2026-01-04T23:00:00+01:00,0.95714,0.08849,957.14,88.49,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T23:00:00+01:00,2026-01-04T23:15:00+01:00,1.03037,0.09526,1030.37,95.26,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T23:15:00+01:00,2026-01-04T23:30:00+01:00,0.94719,0.08757,947.19,87.57,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T23:30:00+01:00,2026-01-04T23:45:00+01:00,0.91940,0.08500,919.40,85.00,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
2026-01-04,2026-01-04T23:45:00+01:00,2026-01-05T00:00:00+01:00,0.89949,0.08316,899.49,83.16,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/01-04_SE3.json,2026-09-15T23:04:00.188217+02:00
