date,time_start,time_end,SEK_per_kWh,EUR_per_kWh,SEK_per_MWh,EUR_per_MWh,currency,bidding_zone,source,retrieved_at
2026-06-24,2026-06-24T00:00:00+02:00,2026-06-24T00:15:00+02:00,1.10946,0.10046,1109.46,100.46,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/06-24_SE3.json,2026-09-15T23:04:08.316446+02:00
2026-06-24,2026-06-24T00:15:00+02:00,2026-06-24T00:30:00+02:00,1.12846,0.10218,1128.46,102.18,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/06-24_SE3.json,2026-09-15T23:04:08.316446+02:00
2026-06-24,2026-06-24T00:30:00+02:00,2026-06-24T00:45:00+02:00,1.07500,0.09734,1075.00,97.34,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/06-24_SE3.json,2026-09-15T23:04:08.316446+02:00
2026-06-24,2026-06-24T00:45:00+02:00,2026-06-24T01:00:00+02:00,1.05910,0.09590,1059.10,95.90,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/06-24_SE3.json,2026-09-15T23:04:08.316446+02:00
2026-06-24,2026-06-24T01:00:00+02:00,2026-06-24T01:15:00+02:00,1.05391,0.09543,1053.91,95.43,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/06-24_SE3.json,2026-09-15T23:04:08.316446+02:00
2026-06-24,2026-06-24T01:15:00+02:00,2026-06-24T01:30:00+02:00,1.06142,0.09611,1061.42,96.11,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/06-24_SE3.json,2026-09-15T23:04:08.316446+02:00
2026-06-24,2026-06-24T01:30:00+02:00,2026-06-24T01:45:00+02:00,1.06727,0.09664,1067.27,96.64,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/06-24_SE3.json,2026-09-15T23:04:08.316446+02:00
2026-06-24,2026-06-24T01:45:00+02:00,2026-06-24T02:00:00+02:00,1.07589,0.09742,1075.89,97.42,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/06-24_SE3.json,2026-09-15T23:04:08.316446+02:00
2026-06-24,2026-06-24T02:00:00+02:00,2026-06-24T02:15:00+02:00,1.03834,0.09402,1038.34,94.02,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/06-24_SE3.json,2026-09-15T23:04:08.316446+02:00
2026-06-24,2026-06-24T02:15:00+02:00,2026-06-24T02:30:00+02:00,1.03955,0.09413,1039.55,94.13,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/06-24_SE3.json,2026-09-15T23:04:08.316446+02:00
