date,time_start,time_end,SEK_per_kWh,EUR_per_kWh,SEK_per_MWh,EUR_per_MWh,currency,bidding_zone,source,retrieved_at
2026-04-28,2026-04-28T00:00:00+02:00,2026-04-28T00:15:00+02:00,0.60604,0.05614,606.04,56.14,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T00:15:00+02:00,2026-04-28T00:30:00+02:00,0.62429,0.05783,624.29,57.83,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T00:30:00+02:00,2026-04-28T00:45:00+02:00,0.54699,0.05067,546.99,50.67,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T00:45:00+02:00,2026-04-28T01:00:00+02:00,0.46776,0.04333,467.76,43.33,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T01:00:00+02:00,2026-04-28T01:15:00+02:00,0.60799,0.05632,607.99,56.32,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T01:15:00+02:00,2026-04-28T01:30:00+02:00,0.51720,0.04791,517.20,47.91,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T01:30:00+02:00,2026-04-28T01:45:00+02:00,0.46549,0.04312,465.49,43.12,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T01:45:00+02:00,2026-04-28T02:00:00+02:00,0.45685,0.04232,456.85,42.32,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T02:00:00+02:00,2026-04-28T02:15:00+02:00,0.45502,0.04215,455.02,42.15,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T02:15:00+02:00,2026-04-28T02:30:00+02:00,0.45642,0.04228,456.42,42.28,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T02:30:00+02:00,2026-04-28T02:45:00+02:00,0.47683,0.04417,476.83,44.17,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T02:45:00+02:00,2026-04-28T03:00:00+02:00,0.46236,0.04283,462.36,42.83,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T03:00:00+02:00,2026-04-28T03:15:00+02:00,0.46333,0.04292,463.33,42.92,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T03:15:00+02:00,2026-04-28T03:30:00+02:00,0.51925,0.04810,519.25,48.10,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T03:30:00+02:00,2026-04-28T03:45:00+02:00,0.52961,0.04906,529.61,49.06,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T03:45:00+02:00,2026-04-28T04:00:00+02:00,0.53026,0.04912,530.26,49.12,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T04:00:00+02:00,2026-04-28T04:15:00+02:00,0.54106,0.05012,541.06,50.12,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T04:15:00+02:00,2026-04-28T04:30:00+02:00,0.54840,0.05080,548.40,50.80,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T04:30:00+02:00,2026-04-28T04:45:00+02:00,0.56740,0.05256,567.40,52.56,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T04:45:00+02:00,2026-04-28T05:00:00+02:00,0.60194,0.05576,601.94,55.76,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T05:00:00+02:00,2026-04-28T05:15:00+02:00,0.56340,0.05219,563.40,52.19,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T05:15:00+02:00,2026-04-28T05:30:00+02:00,0.60011,0.05559,600.11,55.59,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T05:30:00+02:00,2026-04-28T05:45:00+02:00,0.62936,0.05830,629.36,58.30,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T05:45:00+02:00,2026-04-28T06:00:00+02:00,0.66477,0.06158,664.77,61.58,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T06:00:00+02:00,2026-04-28T06:15:00+02:00,1.13901,0.10551,1139.01,105.51,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T06:15:00+02:00,2026-04-28T06:30:00+02:00,1.19082,0.11031,1190.82,110.31,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T06:30:00+02:00,2026-04-28T06:45:00+02:00,1.25365,0.11613,1253.65,116.13,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T06:45:00+02:00,2026-04-28T07:00:00+02:00,1.26142,0.11685,1261.42,116.85,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T07:00:00+02:00,2026-04-28T07:15:00+02:00,1.28075,0.11864,1280.75,118.64,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T07:15:00+02:00,2026-04-28T07:30:00+02:00,1.16124,0.10757,1161.24,107.57,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T07:30:00+02:00,2026-04-28T07:45:00+02:00,1.04703,0.09699,1047.03,96.99,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T07:45:00+02:00,2026-04-28T08:00:00+02:00,0.95905,0.08884,959.05,88.84,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T08:00:00+02:00,2026-04-28T08:15:00+02:00,1.18834,0.11008,1188.34,110.08,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T08:15:00+02:00,2026-04-28T08:30:00+02:00,1.06948,0.09907,1069.48,99.07,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T08:30:00+02:00,2026-04-28T08:45:00+02:00,0.91824,0.08506,918.24,85.06,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T08:45:00+02:00,2026-04-28T09:00:00+02:00,0.78589,0.07280,785.89,72.80,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T09:00:00+02:00,2026-04-28T09:15:00+02:00,0.89967,0.08334,899.67,83.34,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T09:15:00+02:00,2026-04-28T09:30:00+02:00,0.68183,0.06316,681.83,63.16,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T09:30:00+02:00,2026-04-28T09:45:00+02:00,0.56675,0.05250,566.75,52.50,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T09:45:00+02:00,2026-04-28T10:00:00+02:00,0.39986,0.03704,399.86,37.04,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T10:00:00+02:00,2026-04-28T10:15:00+02:00,0.55401,0.05132,554.01,51.32,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T10:15:00+02:00,2026-04-28T10:30:00+02:00,0.23534,0.02180,235.34,21.80,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T10:30:00+02:00,2026-04-28T10:45:00+02:00,0.14325,0.01327,143.25,13.27,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T10:45:00+02:00,2026-04-28T11:00:00+02:00,0.10806,0.01001,108.06,10.01,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T11:00:00+02:00,2026-04-28T11:15:00+02:00,0.15513,0.01437,155.13,14.37,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T11:15:00+02:00,2026-04-28T11:30:00+02:00,0.16085,0.01490,160.85,14.90,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T11:30:00+02:00,2026-04-28T11:45:00+02:00,0.10806,0.01001,108.06,10.01,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T11:45:00+02:00,2026-04-28T12:00:00+02:00,0.08874,0.00822,88.74,8.22,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T12:00:00+02:00,2026-04-28T12:15:00+02:00,0.12490,0.01157,124.90,11.57,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T12:15:00+02:00,2026-04-28T12:30:00+02:00,0.14174,0.01313,141.74,13.13,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T12:30:00+02:00,2026-04-28T12:45:00+02:00,0.11605,0.01075,116.05,10.75,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T12:45:00+02:00,2026-04-28T13:00:00+02:00,0.11303,0.01047,113.03,10.47,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T13:00:00+02:00,2026-04-28T13:15:00+02:00,0.13203,0.01223,132.03,12.23,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T13:15:00+02:00,2026-04-28T13:30:00+02:00,0.11465,0.01062,114.65,10.62,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T13:30:00+02:00,2026-04-28T13:45:00+02:00,0.11151,0.01033,111.51,10.33,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T13:45:00+02:00,2026-04-28T14:00:00+02:00,0.11119,0.01030,111.19,10.30,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T14:00:00+02:00,2026-04-28T14:15:00+02:00,0.10212,0.00946,102.12,9.46,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
2026-04-28,2026-04-28T14:15:00+02:00,2026-04-28T14:30:00+02:00,0.09597,0.00889,95.97,8.89,SEK/EUR,SE3,https://www.elprisetjustnu.se/api/v1/prices/2026/04-28_SE3.json,2026-09-15T23:04:05.751897+02:00
